id	likes	link	permalink	retweets	timestamp	tweet	tweet_hashtags	tweet_mentions	tweet_pic	username	topic_cluster	topic_keywords
794683513853382656	58931		https://twitter.com/realDonaldTrump/status/794683513853382656	30305	1478302260	The only thing that can stop this corrupt machine is YOU. The only force strong enough to save our country is US.  #VoteTrumpPence16	['VoteTrumpPence16']	[]	pic.twitter.com/KhEU0u9D8Q	realDonaldTrump	1	Crooked Hillary Clinton/Obama
794679364289986560	22924	https://www.facebook.com/DonaldTrump/posts/10158057072840725	https://twitter.com/realDonaldTrump/status/794679364289986560	8614	1478301240	Thank you Ohio! VOTE so we can replace Obamacare and save healthcare for every family in the United States! Watch:  ...	[]	[]	pic.twitter.com/uxBVvxhCVg	realDonaldTrump	0	Polls/Interview/Press coverage/Debates
794638650382368768	12130	https://www.facebook.com/DonaldTrump/posts/10158057072840725	https://twitter.com/realDonaldTrump/status/794638650382368768	3316	1478291580	Join me live in Wilmington, Ohio!  ...	[]	[]		realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
794617042888491008	92212		https://twitter.com/realDonaldTrump/status/794617042888491008	36777	1478286420	If Obama worked as hard on straightening out our country as he has trying to protect and elect Hillary, we would all be much better off!	[]	[]		realDonaldTrump	1	Crooked Hillary Clinton/Obama
794614251709169664	23320	https://www.donaldjtrump.com/press-releases/ice-union-statement-in-support-of-trumps-immigration-plan	https://twitter.com/realDonaldTrump/status/794614251709169664	15330	1478285760	'ICE OFFICERS WARN HILLARY IMMIGRATION PLAN WILL UNLEASH GANGS, CARTELS & DRUG VIOLENCE NATIONWIDE'  ...	[]	[]	pic.twitter.com/4viaN8jJG8	realDonaldTrump	1	Crooked Hillary Clinton/Obama
794611850499489793	18579	http://bit.ly/2embjxvNH	https://twitter.com/realDonaldTrump/status/794611850499489793	6663	1478285160	Thank you NH! We will end illegal immigration, stop the drugs, deport all criminal aliens&save American lives! Watch  	[]	[]	pic.twitter.com/jBeQEMLyth	realDonaldTrump	1	Crooked Hillary Clinton/Obama
794577092453212160	14079	http://dailycaller.com/2016/11/03/clinton-aides-definitely-not-releasing-some-hrc-emails/#ixzz4P3fHzuxE	https://twitter.com/realDonaldTrump/status/794577092453212160	7084	1478276880	Clinton Aides: ‘Definitely’ Not Releasing Some HRC Emails: ...	[]	[]		realDonaldTrump	1	Crooked Hillary Clinton/Obama
794574267878928384	13278	http://www.wsj.com/articles/the-clinton-campaign-at-obama-justice-1478216727	https://twitter.com/realDonaldTrump/status/794574267878928384	6670	1478276220	"The Clinton Campaign at Obama Justice""  #DrainTheSwamp ..."""	['DrainTheSwamp']	[]		realDonaldTrump	1	Crooked Hillary Clinton/Obama
794562979652128772	11579	https://www.donaldjtrump.com/schedule/register/wilmington-oh1/	https://twitter.com/realDonaldTrump/status/794562979652128772	3734	1478273520	Join me today in Wilmington, Ohio at 4pm:  ... Tomorrow- Tampa, Florida at 10am:  ...	[]	[]		realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
794367345359732740	28680	https://www.facebook.com/DonaldTrump/videos/10158050611675725/	https://twitter.com/realDonaldTrump/status/794367345359732740	10692	1478226900	There is no challenge too great, no dream outside of our reach! Thank you Selma, North Carolina!  #ICYMI, watch here:  ...	['ICYMI']	[]	pic.twitter.com/eBLHZn5KOK	realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
794290058685661184	16700	https://www.donaldjtrump.com/schedule/register/wilmington-oh1/	https://twitter.com/realDonaldTrump/status/794290058685661184	5744	1478208480	Join me in Wilmington, Ohio tomorrow at 4:00pm! It is time to  #DrainTheSwamp! Tickets:  ...	['DrainTheSwamp']	[]	pic.twitter.com/sb5irRxjxJ	realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
794281898570825728	32321		https://twitter.com/realDonaldTrump/status/794281898570825728	17529	1478206500	 #CrookedHillary is unfit to serve.	['CrookedHillary']	[]	pic.twitter.com/bSuGvInNF1	realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
794281211963338752	30042		https://twitter.com/realDonaldTrump/status/794281211963338752	11039	1478206320	Thank you Concord, North Carolina! When WE win on November 8th, we are going to Washington, D.C. and we are going to  #DrainTheSwamp!	['DrainTheSwamp']	[]	pic.twitter.com/EpnUScWZ7b	realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
794259252613414915	50342	https://instagram.com/p/BMXBCL7jNfE/	https://twitter.com/realDonaldTrump/status/794259252613414915	15120	1478201100	Watching my beautiful wife, Melania, speak about our love of country and family. We will make you all very proud.  	[]	[]	pic.twitter.com/s1MoWKROTt	realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
794197242471124992	66605		https://twitter.com/realDonaldTrump/status/794197242471124992	26697	1478186340	Looking at Air Force One @MIA. Why is he campaigning instead of creating jobs & fixing Obamacare? Get back to work for the American people!	[]	['MIA']		realDonaldTrump	1	Crooked Hillary Clinton/Obama
794155725152980992	41278		https://twitter.com/realDonaldTrump/status/794155725152980992	13866	1478176440	ObamaCare is a total disaster. Hillary Clinton wants to save it by making it even more expensive. Doesn't work, I will REPEAL AND REPLACE!	[]	[]		realDonaldTrump	0	Polls/Interview/Press coverage/Debates
794154017983238145	41530		https://twitter.com/realDonaldTrump/status/794154017983238145	10815	1478176020	My wife, Melania, will be speaking in Pennsylvania this afternoon. So exciting, big crowds! I will be watching from North Carolina.	[]	[]		realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
794025263604625409	25853	http://www.wjhg.com/content/news/94-Year-old-goes-the-extra-mile-for-Donald-Trump-399739221.html	https://twitter.com/realDonaldTrump/status/794025263604625409	9873	1478145300	Thank you Arlene! We will MAKE AMERICA SAFE AND GREAT AGAIN!  #ImWithYou  #DrainTheSwamp ...	['ImWithYou', 'DrainTheSwamp']	[]		realDonaldTrump	0	Polls/Interview/Press coverage/Debates
793959470585913345	33319		https://twitter.com/realDonaldTrump/status/793959470585913345	15835	1478129640	 #MakeAmericaGreatAgain  #6Days	['MakeAmericaGreatAgain', '6Days']	[]	pic.twitter.com/eHTGIEpFsm	realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
793928267250171904	40959		https://twitter.com/realDonaldTrump/status/793928267250171904	14728	1478122200	Thank you Orlando, Florida! We are just six days away from delivering justice for every forgotten man, woman and child in this country!	[]	[]	pic.twitter.com/s4NR23uodt	realDonaldTrump	1	Crooked Hillary Clinton/Obama
793892802040041472	43232		https://twitter.com/realDonaldTrump/status/793892802040041472	23606	1478113740	After decades of lies and scandal, Crooked Hillary's corruption is closing in.  #DrainTheSwamp!	['DrainTheSwamp']	[]	pic.twitter.com/YivCacmkKq	realDonaldTrump	1	Crooked Hillary Clinton/Obama
793890059510505472	16977	http://freebeacon.com/uncategorized/clinton-surrogate-told-supporters-clinton-planned-betrayal-tpp/	https://twitter.com/realDonaldTrump/status/793890059510505472	8879	1478113080	Clinton camp fumed when surrogate told supporters Clinton planned to betray labor on TPP post-election: ...	[]	[]		realDonaldTrump	1	Crooked Hillary Clinton/Obama
793889694064967680	19341	http://www.bostonherald.com/opinion/editorials/2016/11/editorial_inside_player_at_justice	https://twitter.com/realDonaldTrump/status/793889694064967680	9883	1478113020	"It pays to have friends in high places- like the Justice Department. Clearly the Clintons do.""  #DrainTheSwamp! ..."""	['DrainTheSwamp']	[]		realDonaldTrump	0	Polls/Interview/Press coverage/Debates
793864122987323393	29765		https://twitter.com/realDonaldTrump/status/793864122987323393	11078	1478106900	Thank you Miami! In 6 days, we are going to WIN the GREAT STATE of FLORIDA - and we are going to win back the White House!  #VOTE!	['VOTE']	[]	pic.twitter.com/OYp9aIoZaX	realDonaldTrump	1	Crooked Hillary Clinton/Obama
793824247168765952	79125		https://twitter.com/realDonaldTrump/status/793824247168765952	27017	1478097420	Praying for the families of the two Iowa police who were ambushed this morning. An attack on those who keep us safe is an attack on us all.	[]	[]		realDonaldTrump	1	Crooked Hillary Clinton/Obama
793804514583252992	17690		https://twitter.com/realDonaldTrump/status/793804514583252992	6651	1478092680	  @PYNance: Evangelical women live at  #trumptower  @pdpryor1  @CissieGLynch  @SaysGabrielle 	['trumptower']	['PYNance', 'pdpryor1', 'CissieGLynch', 'SaysGabrielle']	pic.twitter.com/k5kGXPR2WA	realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
793802617428160513	17217	https://twitter.com/foxandfriends/status/793794278262607873	https://twitter.com/realDonaldTrump/status/793802617428160513	7185	1478092260	"  @Ravenrantz:  #Billygraham's grand daughter  #SupportsTrump  ..."" So nice, thank you Cissy Graham Lynch!!!!"""	['Billygraham', 'SupportsTrump']	['Ravenrantz']		realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
793796754193936385	43278		https://twitter.com/realDonaldTrump/status/793796754193936385	16331	1478090820	Crooked Hillary Clinton deleted 33,000 e-mails AFTER they were subpoenaed by the United States Congress. Guilty - cannot run. Rigged system!	[]	[]		realDonaldTrump	1	Crooked Hillary Clinton/Obama
793769750056677376	45809		https://twitter.com/realDonaldTrump/status/793769750056677376	15622	1478084400	I am going to repeal and replace ObamaCare. We will have MUCH less expensive and MUCH better healthcare. With Hillary, costs will triple!	[]	[]		realDonaldTrump	0	Polls/Interview/Press coverage/Debates
793763567837253633	52075		https://twitter.com/realDonaldTrump/status/793763567837253633	22383	1478082900	You can change your vote in six states. So, now that you see that Hillary was a big mistake, change your vote to MAKE AMERICA GREAT AGAIN!	[]	[]		realDonaldTrump	1	Crooked Hillary Clinton/Obama
793659710054498304	16190	https://www.donaldjtrump.com/schedule/register/miami-fl3/	https://twitter.com/realDonaldTrump/status/793659710054498304	7403	1478058180	Join me in Florida tomorrow! MIAMI•12pm  ... ORLANDO•4pm  ... PENSACOLA•7pm  ...	[]	[]	pic.twitter.com/RwlGsWLDjs	realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
793611795156111360	28131	https://www.facebook.com/DonaldTrump/videos/10158036981695725/	https://twitter.com/realDonaldTrump/status/793611795156111360	11404	1478046720	Thank you for your incredible support Wisconsin and Governor  @ScottWalker! It is time to  #DrainTheSwamp &  #MAGA!  ...	['DrainTheSwamp', 'MAGA']	['ScottWalker']	pic.twitter.com/Le6A3KXva5	realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
793572802729086976	22263	http://www.washingtontimes.com/news/2016/nov/1/wikileaks-emails-reveal-john-podesta-urging-hillar/	https://twitter.com/realDonaldTrump/status/793572802729086976	12849	1478037420	WikiLeaks emails reveal Podesta urging Clinton camp to 'dump' emails. Time to  #DrainTheSwamp! ...	['DrainTheSwamp']	[]		realDonaldTrump	1	Crooked Hillary Clinton/Obama
793569883409657856	14218	http://nypost.com/2016/11/01/clinton-campaign-chair-told-aide-to-dump-all-those-emails-after-report-surfaced/	https://twitter.com/realDonaldTrump/status/793569883409657856	7447	1478036760	'Podesta urged Clinton team to hand over emails after use of private server emerged' ...	[]	[]		realDonaldTrump	1	Crooked Hillary Clinton/Obama
793565506431168512	18384	http://freebeacon.com/politics/brzezinski-dem-criticism-comey-reinforcing-idea-theres-something-there/	https://twitter.com/realDonaldTrump/status/793565506431168512	9437	1478035680	Mika Brzezinski: Dem Criticism of Comey Reinforcing Idea ‘There’s Something There'  ...	[]	[]	pic.twitter.com/QIDBiDpat8	realDonaldTrump	1	Crooked Hillary Clinton/Obama
793563282854383617	13158	http://dailycaller.com/2016/11/01/hillary-advisers-wanted-her-to-avoid-supporting-israel-when-talking-to-democrats/#ixzz4OnJE8InA	https://twitter.com/realDonaldTrump/status/793563282854383617	8065	1478035200	Hillary Advisers Wanted Her To Avoid Supporting Israel When Talking To Democrats: ...	[]	[]		realDonaldTrump	1	Crooked Hillary Clinton/Obama
793562498100178945	15715	http://www.washingtonexaminer.com/trump-promises-special-session-to-repeal-obamacare/article/2606172?custom_click=rss	https://twitter.com/realDonaldTrump/status/793562498100178945	7551	1478034960	Trump promises special session to repeal Obamacare: ...	[]	[]		realDonaldTrump	0	Polls/Interview/Press coverage/Debates
793562183573442560	15839	http://www.foxnews.com/politics/2016/11/01/kept-me-out-jail-top-doj-official-involved-in-clinton-probe-represented-her-campaign-chairman.html	https://twitter.com/realDonaldTrump/status/793562183573442560	9729	1478034900	'Kept me out of jail': Top DOJ official involved in Clinton probe represented her campaign chairman: ...	[]	[]		realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
793524189240188928	20680		https://twitter.com/realDonaldTrump/status/793524189240188928	9436	1478025840	.  @DarrellIssa is a very good man. Help him win his congressional seat in California.	[]	['DarrellIssa']		realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
793503948313419776	17959	https://www.facebook.com/DonaldTrump/posts/10158034483755725	https://twitter.com/realDonaldTrump/status/793503948313419776	6833	1478021040	 #ICYMI: Governor  @mike_pence and I were in Valley Forge, Pennsylvania today. You can watch it here:  ...	['ICYMI']	['mike_pence']	pic.twitter.com/zNMU7xr8B0	realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
793456094198759424	71473		https://twitter.com/realDonaldTrump/status/793456094198759424	28925	1478009640	So terrible that Crooked didn't report she got the debate questions from Donna Brazile, if that were me it would have been front page news!	[]	[]		realDonaldTrump	0	Polls/Interview/Press coverage/Debates
793446442031575040	14506	https://www.donaldjtrump.com/schedule/register/miami-fl3/	https://twitter.com/realDonaldTrump/status/793446442031575040	7776	1478007300	JOIN ME TOMORROW IN FLORIDA! MIAMI•12pm  ... ORLANDO•4pm  ... PENSACOLA•7pm  ...	[]	[]	pic.twitter.com/1cfccp8lVb	realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
793422633111023616	52204		https://twitter.com/realDonaldTrump/status/793422633111023616	20900	1478001660	Crooked Hillary should not be allowed to run for president. She deleted 33,000 e-mails AFTER getting a subpoena from U.S. Congress. RIGGED!	[]	[]		realDonaldTrump	1	Crooked Hillary Clinton/Obama
793421274043285504	34030		https://twitter.com/realDonaldTrump/status/793421274043285504	14516	1478001300	Wow, now leading in  @ABC /  @washingtonpost Poll 46 to 45. Gone up 12 points in two weeks, mostly before the Crooked Hillary blow-up!	[]	['ABC', 'washingtonpost']		realDonaldTrump	0	Polls/Interview/Press coverage/Debates
793400131525677056	48413		https://twitter.com/realDonaldTrump/status/793400131525677056	18865	1477996260	Look at the way Crooked Hillary is handling the e-mail case and the total mess she is in. She is unfit to be president. Bad judgement!	[]	[]		realDonaldTrump	1	Crooked Hillary Clinton/Obama
793193310219272198	20866	https://www.facebook.com/DonaldTrump/videos/10158027399210725/	https://twitter.com/realDonaldTrump/status/793193310219272198	7544	1477946940	Wow! I hear you Warren, Michigan. Streaming live - join us America. It is time to DRAIN THE SWAMP! Watch:  ...	[]	[]		realDonaldTrump	0	Polls/Interview/Press coverage/Debates
793167761509851137	23831		https://twitter.com/realDonaldTrump/status/793167761509851137	14246	1477940880	 #ObamacareFail  #HillarycareFail	['ObamacareFail', 'HillarycareFail']	[]	pic.twitter.com/gaXOWVI0Xa	realDonaldTrump	0	Polls/Interview/Press coverage/Debates
793165820889358338	19811	https://www.facebook.com/DonaldTrump/videos/10158023562820725/	https://twitter.com/realDonaldTrump/status/793165820889358338	8423	1477940400	Thank you Grand Rapids, Michigan!  #ICYMI- watch:  ...	['ICYMI']	[]	pic.twitter.com/gN7BYfLD9K	realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
793155579019681792	18946	http://bit.ly/finalmonth	https://twitter.com/realDonaldTrump/status/793155579019681792	8135	1477938000	$25 Million+ raised online in just one week! RECORD WEEK.  #DrainTheSwamp Today we set a bigger record. Contribute >	['DrainTheSwamp']	[]		realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
793129964476436480	37976		https://twitter.com/realDonaldTrump/status/793129964476436480	11754	1477931880	Legendary basketball coach Bobby Knight who has 900+ wins, many championships and a gold medal will be introducing me in Michigan shortly.	[]	[]	pic.twitter.com/RZUYpuS5yG	realDonaldTrump	0	Polls/Interview/Press coverage/Debates
793120426541056000	19594	http://dailycaller.com/2016/10/31/hillarys-two-official-favors-to-morocco-resulted-in-28-million-for-clinton-foundation/	https://twitter.com/realDonaldTrump/status/793120426541056000	12831	1477929600	'Hillary's Two Official Favors To Morocco Resulted In $28 Million For Clinton Foundation'  #DrainTheSwamp ...	['DrainTheSwamp']	[]		realDonaldTrump	1	Crooked Hillary Clinton/Obama
792939101494337540	16793	https://www.donaldjtrump.com/schedule/register/grand-rapids-mi2/	https://twitter.com/realDonaldTrump/status/792939101494337540	7109	1477886340	Join me tomorrow in Michigan! Grand Rapids at 12pm:  ... Warren at 3pm:  ...	[]	[]	pic.twitter.com/iyXwiP0rvd	realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
792922071437287428	25246	https://www.facebook.com/DonaldTrump/videos/10158018669815725/	https://twitter.com/realDonaldTrump/status/792922071437287428	11465	1477882320	Beautiful rally in Albuquerque, New Mexico this evening - thank you. Get out & VOTE!  #DrainTheSwamp Watch rally:  ...	['DrainTheSwamp']	[]	pic.twitter.com/cfOfoI8m7h	realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
792869550593146880	24200	http://www.rsbn.tv/trump	https://twitter.com/realDonaldTrump/status/792869550593146880	10036	1477869780	"  @slh: I follow Mr.Trump at all of his rallies by watching them on  . He is a lion-hearted warrior, who inspires hope"""	[]	['slh']		realDonaldTrump	0	Polls/Interview/Press coverage/Debates
792868471734345728	23659	https://www.facebook.com/DonaldTrump/videos/10158017552765725/	https://twitter.com/realDonaldTrump/status/792868471734345728	10473	1477869540	Thank you Greeley, CO! REAL change means restoring honesty to the govt. Our plan will END govt. corruption! Watch:  ...	[]	[]	pic.twitter.com/Pf4JSPsmWq	realDonaldTrump	1	Crooked Hillary Clinton/Obama
792804645542305792	19717	https://www.facebook.com/DonaldTrump/videos/10158015875825725/	https://twitter.com/realDonaldTrump/status/792804645542305792	7416	1477854300	Thank you Las Vegas, Nevada- I love you! Departing for Greeley, Colorado now. Get out & VOTE!  #ICYMI- watch here:  ... – bei Sands Convention Center	['ICYMI']	[]	pic.twitter.com/rSue79mIls	realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
792787872789045248	17429	https://www.donaldjtrump.com/schedule/register/grand-rapids-mi2/	https://twitter.com/realDonaldTrump/status/792787872789045248	6971	1477850280	See you tomorrow Michigan! Grand Rapids, MI tomorrow at noon:  ... Warren, MI tomorrow at 3pm:  ...	[]	[]	pic.twitter.com/b2rESr9mHi	realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
792734426912337920	65308		https://twitter.com/realDonaldTrump/status/792734426912337920	32896	1477837560	Wow, Twitter, Google and Facebook are burying the FBI criminal investigation of Clinton. Very dishonest media!	[]	[]		realDonaldTrump	1	Crooked Hillary Clinton/Obama
792728791743291392	42409		https://twitter.com/realDonaldTrump/status/792728791743291392	17039	1477836240	Hillary and the Dems loved and praised FBI Director Comey just a few days ago. Original evidence was overwhelming, should not have delayed!	[]	[]		realDonaldTrump	1	Crooked Hillary Clinton/Obama
792726526127067136	56872		https://twitter.com/realDonaldTrump/status/792726526127067136	18614	1477835700	We are now leading in many polls, and many of these were taken before the criminal investigation announcement on Friday - great in states!	[]	[]		realDonaldTrump	0	Polls/Interview/Press coverage/Debates
792540629548933120	23140	https://www.donaldjtrump.com/schedule	https://twitter.com/realDonaldTrump/status/792540629548933120	9688	1477791360	Great day in Colorado & Arizona. Will be in Nevada, Colorado and New Mexico tomorrow - join me! Tickets:  	[]	[]	pic.twitter.com/IAuoAchEvy	realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
792537371291987968	34231		https://twitter.com/realDonaldTrump/status/792537371291987968	13719	1477790580	THANK YOU Phoenix, Arizona! Time for new POWERFUL leadership. Just imagine what WE can accomplish in our first 100 days!  #DrainTheSwamp	['DrainTheSwamp']	[]	pic.twitter.com/0PsRXMXShU	realDonaldTrump	1	Crooked Hillary Clinton/Obama
792456539151806464	53731		https://twitter.com/realDonaldTrump/status/792456539151806464	20658	1477771320	So nice - great Americans outside Trump Tower right now. Thank you!	[]	[]	pic.twitter.com/34ATTgICTz	realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
792455164615544832	22838	http://bit.ly/2f3wsxwInside	https://twitter.com/realDonaldTrump/status/792455164615544832	8664	1477770960	Departing Golden, CO. for Arizona now - after an unbelievable rally. Watch here:   Overflow:	[]	[]		realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
792411187547734016	17223		https://twitter.com/realDonaldTrump/status/792411187547734016	9887	1477760520	 #ObamacareFail	['ObamacareFail']	[]	pic.twitter.com/iusXk4n9w7	realDonaldTrump	0	Polls/Interview/Press coverage/Debates
792409386073202688	11429	https://www.donaldjtrump.com/schedule/register/las-vegas-nv4/	https://twitter.com/realDonaldTrump/status/792409386073202688	5307	1477760040	Tomorrow! Las Vegas, NV- 11a:  ... Greeley, CO- 4p:  ... Albuquerque, NM- 7p:  ...	[]	[]		realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
792389892298780672	26956		https://twitter.com/realDonaldTrump/status/792389892298780672	10491	1477755420	"@DeplorableCBTP: ""In my mind,  #DonaldTrump is the only way out of this mess."" -  #PhilRobertson of TV's  #DuckDynasty"" Thank you Phil!"""	['DonaldTrump', 'PhilRobertson', 'DuckDynasty']	['DeplorableCBTP']		realDonaldTrump	1	Crooked Hillary Clinton/Obama
792352376828993538	37534		https://twitter.com/realDonaldTrump/status/792352376828993538	11112	1477746480	I am in Colorado - big day planned - but nothing can be as big as yesterday!	[]	[]		realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
792217215114342400	17181	https://www.donaldjtrump.com/schedule/register/golden-co/	https://twitter.com/realDonaldTrump/status/792217215114342400	7509	1477714260	Join me in Colorado at 12pm tomorrow - or Arizona at 3pm! TICKETS: Golden:  ... Phoenix:  ...	[]	[]	pic.twitter.com/fyychVfsxr	realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
792215485941186560	29614		https://twitter.com/realDonaldTrump/status/792215485941186560	11648	1477713840	Thank you Maine, New Hampshire and Iowa. The waiting is OVER! The time for change is NOW! We are going to  #DrainTheSwamp &  #MAGA!  #ImWithYou	['DrainTheSwamp', 'MAGA', 'ImWithYou']	[]	pic.twitter.com/wBVNBQJN5F	realDonaldTrump	1	Crooked Hillary Clinton/Obama
792176856086622208	36846		https://twitter.com/realDonaldTrump/status/792176856086622208	13518	1477704600	"  @piersmorgan: BOMBSHELL: FBI reopening its investigation into HillaryClinton's email server after new discovery!"""	[]	['piersmorgan']		realDonaldTrump	1	Crooked Hillary Clinton/Obama
792176315478609920	21471		https://twitter.com/realDonaldTrump/status/792176315478609920	5608	1477704480	Just landed in Iowa - speaking soon!	[]	[]		realDonaldTrump	2	Trump rally/crowds/supporters/Republican primary
792083605405171712	47859		https://twitter.com/realDonaldTrump/status/792083605405171712	23162	1477682400	We must not let  #CrookedHillary take her CRIMINAL SCHEME into the Oval Office.  #DrainTheSwamp	['CrookedHillary', 'DrainTheSwamp']	[]	pic.twitter.com/GtPkj4xIz6	realDonaldTrump	1	Crooked Hillary Clinton/Obama
