id	likes	link	permalink	retweets	timestamp	tweet	tweet_hashtags	tweet_mentions	tweet_pic	username	topic_cluster	topic_keywords
954478044487520257	59966		https://twitter.com/realDonaldTrump/status/954478044487520257	11562	1516400220	Excellent preliminary meeting in Oval with  @SenSchumer - working on solutions for Security and our great Military together with  @SenateMajLdr McConnell and  @SpeakerRyan. Making progress - four week extension would be best!	[]	['SenSchumer', 'SenateMajLdr', 'SpeakerRyan']		realDonaldTrump	3	His achievements self-promoted
954456754137501697	119244		https://twitter.com/realDonaldTrump/status/954456754137501697	24666	1516395180	Just signed 702 Bill to reauthorize foreign intelligence collection. This is NOT the same FISA law that was so wrongly abused during the election. I will always do the right thing for our country and put the safety of the American people first!	[]	[]		realDonaldTrump	2	Russian interference on Election
954423170299199488	89480		https://twitter.com/realDonaldTrump/status/954423170299199488	22296	1516387140	Today, I was honored and proud to address the 45th Annual  @March_for_Life! You are living witnesses of this year’s March for Life theme:  #LoveSavesLives.	['LoveSavesLives']	['March_for_Life']	pic.twitter.com/DMST4qhDmp	realDonaldTrump	4	General
954390114968498176	45284	http://www.washingtonexaminer.com/dianne-feinstein-flips-her-position-on-shutdown-for-second-time-in-one-day-people-will-die/article/2646377	https://twitter.com/realDonaldTrump/status/954390114968498176	13687	1516379280	“Shutting down the government is a very serious thing. People die, accidents happen. I don’t know how I would vote right now on a CR, OK?” Sen. Dianne Feinstein (D-Calif) ...	[]	[]		realDonaldTrump	2	Russian interference on Election
954386490842378241	40512	https://www.pscp.tv/w/1ynJOoapEXqJR	https://twitter.com/realDonaldTrump/status/954386490842378241	7505	1516378440	.  @WhiteHouse Briefing with Director Marc Short and Director Mick Mulvaney... 	[]	['WhiteHouse']		realDonaldTrump	1	Fake news
954323750949982208	102210		https://twitter.com/realDonaldTrump/status/954323750949982208	23078	1516363440	Government Funding Bill past last night in the House of Representatives. Now Democrats are needed if it is to pass in the Senate - but they want illegal immigration and weak borders. Shutdown coming? We need more Republican victories in 2018!	[]	[]		realDonaldTrump	2	Russian interference on Election
954136290768846850	93900		https://twitter.com/realDonaldTrump/status/954136290768846850	17995	1516318740	House of Representatives needs to pass Government Funding Bill tonight. So important for our country - our Military needs it!	[]	[]		realDonaldTrump	2	Russian interference on Election
954097213608570880	95541		https://twitter.com/realDonaldTrump/status/954097213608570880	23329	1516309440	AMERICA will once again be a NATION that thinks big, dreams bigger, and always reaches for the stars. YOU are the ones who will shape America’s destiny. YOU are the ones who will restore our prosperity. And YOU are the ones who are MAKING AMERICA GREAT AGAIN!  #MAGA	['MAGA']	[]	pic.twitter.com/f2abNK47II	realDonaldTrump	2	Russian interference on Election
954092417250222082	70135		https://twitter.com/realDonaldTrump/status/954092417250222082	13559	1516308300	Departing Pittsburgh now, where it was my great honor to stand with our incredible workers, and to show the world that AMERICA is back - and we are coming back bigger and better and stronger than ever before!	[]	[]	pic.twitter.com/kWPgylqFzj	realDonaldTrump	0	Key promises: tax cut, healthcare reform
953987636057821184	83358		https://twitter.com/realDonaldTrump/status/953987636057821184	19322	1516283340	A government shutdown will be devastating to our military...something the Dems care very little about!	[]	[]		realDonaldTrump	2	Russian interference on Election
953984671674662912	57767		https://twitter.com/realDonaldTrump/status/953984671674662912	10679	1516282620	CHIP should be part of a long term solution, not a 30 Day, or short term, extension!	[]	[]		realDonaldTrump	4	General
953979393180950528	114152		https://twitter.com/realDonaldTrump/status/953979393180950528	25808	1516281360	We need the Wall for the safety and security of our country. We need the Wall to help stop the massive inflow of drugs from Mexico, now rated the number one most dangerous country in the world. If there is no Wall, there is no Deal!	[]	[]		realDonaldTrump	2	Russian interference on Election
953973568035086336	78818		https://twitter.com/realDonaldTrump/status/953973568035086336	15235	1516279980	Will be going to Pennsylvania today in order to give my total support to RICK SACCONE, running for Congress in a Special Election (March 13). Rick is a great guy. We need more Republicans to continue our already successful agenda!	[]	[]		realDonaldTrump	2	Russian interference on Election
953951365532876800	103173		https://twitter.com/realDonaldTrump/status/953951365532876800	24893	1516274700	....The Wall will be paid for, directly or indirectly, or through longer term reimbursement, by Mexico, which has a ridiculous $71 billion dollar trade surplus with the U.S. The $20 billion dollar Wall is “peanuts” compared to what Mexico makes from the U.S. NAFTA is a bad joke!	[]	[]		realDonaldTrump	3	His achievements self-promoted
953948941674078208	87079		https://twitter.com/realDonaldTrump/status/953948941674078208	19081	1516274100	The Wall is the Wall, it has never changed or evolved from the first day I conceived of it. Parts will be, of necessity, see through and it was never intended to be built in areas where there is natural protection such as mountains, wastelands or tough rivers or water.....	[]	[]		realDonaldTrump	2	Russian interference on Election
953796944564031489	165645		https://twitter.com/realDonaldTrump/status/953796944564031489	35505	1516237860	ISIS is in retreat, our economy is booming, investments and jobs are pouring back into the country, and so much more! Together there is nothing we can’t overcome--even a very biased media. We ARE Making America Great Again!	[]	[]		realDonaldTrump	3	His achievements self-promoted
953795518592843777	103325		https://twitter.com/realDonaldTrump/status/953795518592843777	19828	1516237500	Despite some very corrupt and dishonest media coverage, there are many great reporters I respect and lots of GOOD NEWS for the American people to be proud of!	[]	[]		realDonaldTrump	1	Fake news
953794085751574534	102128	https://gop.com/the-highly-anticipated-2017-fake-news-awards/	https://twitter.com/realDonaldTrump/status/953794085751574534	35973	1516237200	And the FAKE NEWS winners are... ...	[]	[]		realDonaldTrump	1	Fake news
953773110553186312	62806	https://www.cnbc.com/2018/01/12/strongest-holiday-sales-since-great-recession-up-5-point-5-percent-topping-views.html	https://twitter.com/realDonaldTrump/status/953773110553186312	13853	1516232160	Main Street is BACK! Strongest Holiday Sales bump since the Great Recession -- beating forecasts by BILLIONS OF DOLLARS. ...	[]	[]		realDonaldTrump	3	His achievements self-promoted
953772162665590787	91551	http://www.breitbart.com/big-government/2018/01/13/raminmichigan/	https://twitter.com/realDonaldTrump/status/953772162665590787	22019	1516231920	During the campaign, I promised to MAKE AMERICA GREAT AGAIN by bringing businesses and jobs back to our country. I am very proud to see companies like Chrysler moving operations from Mexico to Michigan where there are so many great American workers! ...	[]	[]		realDonaldTrump	0	Key promises: tax cut, healthcare reform
953771038114045954	85171	https://www.cnbc.com/2018/01/17/apple-announces-350-billion-investment-20k-jobs-over-5-years.html	https://twitter.com/realDonaldTrump/status/953771038114045954	21634	1516231680	I promised that my policies would allow companies like Apple to bring massive amounts of money back to the United States. Great to see Apple follow through as a result of TAX CUTS. Huge win for American workers and the USA! ...	[]	[]		realDonaldTrump	0	Key promises: tax cut, healthcare reform
953768657221451776	69758		https://twitter.com/realDonaldTrump/status/953768657221451776	13925	1516231140	Today, we witnessed an incredible moment in history – the presentation of Congress’ highest civilian honor to our friend, and true AMERICAN HERO, Bob Dole.  #CongressionalGoldMedal	['CongressionalGoldMedal']	[]	pic.twitter.com/qNQqDLRmCk	realDonaldTrump	4	General
953614071336701952	49886		https://twitter.com/realDonaldTrump/status/953614071336701952	5907	1516194240	Eric Trump on  @foxandfriends now!	[]	['foxandfriends']		realDonaldTrump	1	Fake news
953406553083777029	75144	https://www.dhs.gov/publication/executive-order-13780-protecting-nation-foreign-terrorist-entry-united-states-initial	https://twitter.com/realDonaldTrump/status/953406553083777029	16885	1516144800	....we need to keep America safe, including moving away from a random chain migration and lottery system, to one that is merit-based. ...	[]	[]		realDonaldTrump	2	Russian interference on Election
953406423177859073	91766		https://twitter.com/realDonaldTrump/status/953406423177859073	22846	1516144740	New report from DOJ & DHS shows that nearly 3 in 4 individuals convicted of terrorism-related charges are foreign-born. We have submitted to Congress a list of resources and reforms....	[]	[]		realDonaldTrump	2	Russian interference on Election
953360619834691585	51621		https://twitter.com/realDonaldTrump/status/953360619834691585	8812	1516133820	Today, it was my honor to welcome President Nursultan Nazarbayev of Kazakhstan to the  @WhiteHouse!	[]	['WhiteHouse']	pic.twitter.com/TerYFZViax	realDonaldTrump	1	Fake news
953352036309000194	68182	https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-proclaims-january-16-2018-religious-freedom-day/	https://twitter.com/realDonaldTrump/status/953352036309000194	17496	1516131780	“President Donald J. Trump Proclaims January 16, 2018, as Religious Freedom Day” ...	[]	[]		realDonaldTrump	3	His achievements self-promoted
953273134655987716	104331		https://twitter.com/realDonaldTrump/status/953273134655987716	24884	1516113000	Unemployment for Black Americans is the lowest ever recorded. Trump approval ratings with Black Americans has doubled. Thank you, and it will get even (much) better!  @FoxNews	[]	['FoxNews']		realDonaldTrump	3	His achievements self-promoted
953271789790138368	67179		https://twitter.com/realDonaldTrump/status/953271789790138368	14356	1516112640	“90% of Trump 2017 news coverage was negative” -and much of it contrived!@foxandfriends	[]	['foxandfriends']		realDonaldTrump	1	Fake news
953270558573154305	102627		https://twitter.com/realDonaldTrump/status/953270558573154305	23305	1516112340	Do you notice the Fake News Mainstream Media never likes covering the great and record setting economic news, but rather talks about anything negative or that can be turned into the negative. The Russian Collusion Hoax is dead, except as it pertains to the Dems. Public gets it!	[]	[]		realDonaldTrump	1	Fake news
953267506004754432	92376		https://twitter.com/realDonaldTrump/status/953267506004754432	21107	1516111620	The Democrats want to shut down the Government over Amnesty for all and Border Security. The biggest loser will be our rapidly rebuilding Military, at a time we need it more than ever. We need a merit based system of immigration, and we need it now! No more dangerous Lottery.	[]	[]		realDonaldTrump	2	Russian interference on Election
953264081871495168	108393		https://twitter.com/realDonaldTrump/status/953264081871495168	22098	1516110840	We must have Security at our VERY DANGEROUS SOUTHERN BORDER, and we must have a great WALL to help protect us, and to help stop the massive inflow of drugs pouring into our country!	[]	[]		realDonaldTrump	3	His achievements self-promoted
953000902331453442	107912		https://twitter.com/realDonaldTrump/status/953000902331453442	26642	1516048080	Senator Dicky Durbin totally misrepresented what was said at the DACA meeting. Deals can’t get made when there is no trust! Durbin blew DACA and is hurting our Military.	[]	[]		realDonaldTrump	2	Russian interference on Election
952888691944550401	104514		https://twitter.com/realDonaldTrump/status/952888691944550401	20947	1516021320	...to stop drugs, they want to take money away from our military which we cannot do.” My standard is very simple, AMERICA FIRST & MAKE AMERICA GREAT AGAIN!	[]	[]		realDonaldTrump	2	Russian interference on Election
952887520790040576	87112		https://twitter.com/realDonaldTrump/status/952887520790040576	19719	1516021020	Statement by me last night in Florida: “Honestly, I don’t think the Democrats want to make a deal. They talk about DACA, but they don’t want to help..We are ready, willing and able to make a deal but they don’t want to. They don’t want security at the border, they don’t want.....	[]	[]		realDonaldTrump	2	Russian interference on Election
952540700683497472	81506		https://twitter.com/realDonaldTrump/status/952540700683497472	16935	1515938340	...big unnecessary regulation cuts made it all possible” (among many other things). “President Trump reversed the policies of President Obama, and reversed our economic decline.” Thank you Stuart Varney.  @foxandfriends	[]	['foxandfriends']		realDonaldTrump	3	His achievements self-promoted
952538350333939713	103502		https://twitter.com/realDonaldTrump/status/952538350333939713	22350	1515937800	“President Trump is not getting the credit he deserves for the economy. Tax Cut bonuses to more than 2,000,000 workers. Most explosive Stock Market rally that we’ve seen in modern times. 18,000 to 26,000 from Election, and grounded in profitability and growth. All Trump, not 0...	[]	[]		realDonaldTrump	3	His achievements self-promoted
952530515894169601	148104		https://twitter.com/realDonaldTrump/status/952530515894169601	34829	1515935940	I, as President, want people coming into our Country who are going to help us become strong and great again, people coming in through a system based on MERIT. No more Lotteries!  #AMERICA FIRST	['AMERICA']	[]		realDonaldTrump	2	Russian interference on Election
952528011869478912	111799		https://twitter.com/realDonaldTrump/status/952528011869478912	24298	1515935340	DACA is probably dead because the Democrats don’t really want it, they just want to talk and take desperately needed money away from our Military.	[]	[]		realDonaldTrump	2	Russian interference on Election
952526145064505345	76618		https://twitter.com/realDonaldTrump/status/952526145064505345	14559	1515934860	...and they knew exactly what I said and meant. They just wanted a story. FAKE NEWS!	[]	[]		realDonaldTrump	1	Fake news
952525384242876416	88365		https://twitter.com/realDonaldTrump/status/952525384242876416	19882	1515934680	The Wall Street Journal stated falsely that I said to them “I have a good relationship with Kim Jong Un” (of N. Korea). Obviously I didn’t say that. I said “I’d have a good relationship with Kim Jong Un,” a big difference. Fortunately we now record conversations with reporters...	[]	[]		realDonaldTrump	3	His achievements self-promoted
952301373479104512	134942		https://twitter.com/realDonaldTrump/status/952301373479104512	30136	1515881280	So much Fake News is being reported. They don’t even try to get it right, or correct it when they are wrong. They promote the Fake Book of a mentally deranged author, who knowingly writes false information. The Mainstream Media is crazed that WE won the election!	[]	[]		realDonaldTrump	1	Fake news
952183458922672130	114172		https://twitter.com/realDonaldTrump/status/952183458922672130	23936	1515853200	I don’t believe the Democrats really want to see a deal on DACA. They are all talk and no action. This is the time but, day by day, they are blowing the one great opportunity they have. Too bad!	[]	[]		realDonaldTrump	3	His achievements self-promoted
952166927476183040	139433		https://twitter.com/realDonaldTrump/status/952166927476183040	32593	1515849240	AMERICA FIRST!	[]	[]		realDonaldTrump	2	Russian interference on Election
952166857670320128	95394		https://twitter.com/realDonaldTrump/status/952166857670320128	19086	1515849240	The Democrats are all talk and no action. They are doing nothing to fix DACA. Great opportunity missed. Too bad!	[]	[]		realDonaldTrump	2	Russian interference on Election
952166643202916352	108630		https://twitter.com/realDonaldTrump/status/952166643202916352	21767	1515849180	Yesterday was a big day for the stock market. Jobs are coming back to America. Chrysler is coming back to the USA, from Mexico and many others will follow. Tax cut money to employees is pouring into our economy with many more companies announcing. American business is hot again!	[]	[]		realDonaldTrump	0	Key promises: tax cut, healthcare reform
951875499537641472	100344		https://twitter.com/realDonaldTrump/status/951875499537641472	23477	1515779760	Today, it was my great honor to proclaim January 15, 2018, as Martin Luther King Jr., Federal Holiday. I encourage all Americans to observe this day with appropriate civic, community, and service activities in honor of Dr. King's life and legacy.	[]	[]	pic.twitter.com/samlJsz1Nt	realDonaldTrump	4	General
951813216291708928	126399		https://twitter.com/realDonaldTrump/status/951813216291708928	31884	1515764880	Never said anything derogatory about Haitians other than Haiti is, obviously, a very poor and troubled country. Never said “take them out.” Made up by Dems. I have a wonderful relationship with Haitians. Probably should record future meetings - unfortunately, no trust!	[]	[]		realDonaldTrump	3	His achievements self-promoted
951798415301718017	114268		https://twitter.com/realDonaldTrump/status/951798415301718017	28114	1515761400	Sadly, Democrats want to stop paying our troops and government workers in order to give a sweetheart deal, not a fair deal, for DACA. Take care of our Military, and our Country, FIRST!	[]	[]		realDonaldTrump	2	Russian interference on Election
951793123985973248	94511		https://twitter.com/realDonaldTrump/status/951793123985973248	21616	1515760080	The language used by me at the DACA meeting was tough, but this was not the language used. What was really tough was the outlandish proposal made - a big setback for DACA!	[]	[]		realDonaldTrump	3	His achievements self-promoted
951790999784783872	84328		https://twitter.com/realDonaldTrump/status/951790999784783872	20218	1515759600	....Because of the Democrats not being interested in life and safety, DACA has now taken a big step backwards. The Dems will threaten “shutdown,” but what they are really doing is shutting down our military, at a time we need it most. Get smart, MAKE AMERICA GREAT AGAIN!	[]	[]		realDonaldTrump	2	Russian interference on Election
951788342647107584	101044		https://twitter.com/realDonaldTrump/status/951788342647107584	21418	1515758940	....countries which are doing badly. I want a merit based system of immigration and people who will help take our country to the next level. I want safety and security for our people. I want to stop the massive inflow of drugs. I want to fund our military, not do a Dem defund....	[]	[]		realDonaldTrump	2	Russian interference on Election
951785587765280768	76492		https://twitter.com/realDonaldTrump/status/951785587765280768	18889	1515758340	The so-called bipartisan DACA deal presented yesterday to myself and a group of Republican Senators and Congressmen was a big step backwards. Wall was not properly funded, Chain & Lottery were made worse and USA would be forced to take large numbers of people from high crime.....	[]	[]		realDonaldTrump	2	Russian interference on Election
951679619341737986	113926		https://twitter.com/realDonaldTrump/status/951679619341737986	26097	1515733020	Reason I canceled my trip to London is that I am not a big fan of the Obama Administration having sold perhaps the best located and finest embassy in London for “peanuts,” only to build a new one in an off location for 1.2 billion dollars. Bad deal. Wanted me to cut ribbon-NO!	[]	[]		realDonaldTrump	2	Russian interference on Election
951675713089888256	115464		https://twitter.com/realDonaldTrump/status/951675713089888256	27220	1515732120	The Democrats seem intent on having people and drugs pour into our country from the Southern Border, risking thousands of lives in the process. It is my duty to protect the lives and safety of all Americans. We must build a Great Wall, think Merit and end Lottery & Chain. USA!	[]	[]		realDonaldTrump	2	Russian interference on Election
951650274032209920	90827		https://twitter.com/realDonaldTrump/status/951650274032209920	20237	1515726060	Democrat Dianne Feinstein should never have released secret committee testimony to the public without authorization. Very disrespectful to committee members and possibly illegal. She blamed her poor decision on the fact she had a cold - a first!	[]	[]		realDonaldTrump	2	Russian interference on Election
951648197440569344	106218		https://twitter.com/realDonaldTrump/status/951648197440569344	22955	1515725580	Chrysler is moving a massive plant from Mexico to Michigan, reversing a years long opposite trend. Thank you Chrysler, a very wise decision. The voters in Michigan are very happy they voted for Trump/Pence. Plenty of more to follow!	[]	[]		realDonaldTrump	0	Key promises: tax cut, healthcare reform
951647402599026689	67772		https://twitter.com/realDonaldTrump/status/951647402599026689	17058	1515725340	More great news as a result of historical Tax Cuts and Reform: Fiat Chrysler announces plan to invest more than $1 BILLION in Michigan plant, relocating their heavy-truck production from Mexico to Michigan, adding 2,500 new jobs and paying $2,000 bonus to U.S. employees!	[]	[]	pic.twitter.com/47azKD0l9B	realDonaldTrump	0	Key promises: tax cut, healthcare reform
951646736233189377	62833		https://twitter.com/realDonaldTrump/status/951646736233189377	11695	1515725220	Small Business Poll has highest approval numbers in the polls history. All business is just at the beginning of something really special!	[]	[]		realDonaldTrump	3	His achievements self-promoted
951645893513613312	69930		https://twitter.com/realDonaldTrump/status/951645893513613312	13696	1515724980	Thank you Adam Levine, The Federalist, in interview on  @foxandfriends “Donald Trump is the greatest President our Country has ever seen.”	[]	['foxandfriends']		realDonaldTrump	1	Fake news
951596346011680768	54639		https://twitter.com/realDonaldTrump/status/951596346011680768	12170	1515713220	Yesterday, I signed the  #INTERDICTAct (H.R. 2142) with bipartisan members of Congress to help end the flow of drugs into our country. Together, we are committed to doing everything we can to combat the deadly scourge of drug addiction and overdose in the United States!	['INTERDICTAct']	[]	pic.twitter.com/ELZvFol5Lo	realDonaldTrump	2	Russian interference on Election
951478281303416832	57513		https://twitter.com/realDonaldTrump/status/951478281303416832	13329	1515685020	Great news, as a result of our TAX CUTS & JOBS ACT!	[]	[]	pic.twitter.com/SLvhLxP3Jl	realDonaldTrump	0	Key promises: tax cut, healthcare reform
951457382651056128	55802		https://twitter.com/realDonaldTrump/status/951457382651056128	10892	1515680040	With that being said, I have personally directed the fix to the unmasking process since taking office and today’s vote is about foreign surveillance of foreign bad guys on foreign land. We need it! Get smart!	[]	[]		realDonaldTrump	2	Russian interference on Election
951441504203104256	77409		https://twitter.com/realDonaldTrump/status/951441504203104256	14123	1515676260	“45 year low in illegal immigration this year.”  @foxandfriends	[]	['foxandfriends']		realDonaldTrump	3	His achievements self-promoted
951431836030459905	66396		https://twitter.com/realDonaldTrump/status/951431836030459905	15118	1515673980	“House votes on controversial FISA ACT today.” This is the act that may have been used, with the help of the discredited and phony Dossier, to so badly surveil and abuse the Trump Campaign by the previous administration and others?	[]	[]		realDonaldTrump	0	Key promises: tax cut, healthcare reform
951419415794511872	89098		https://twitter.com/realDonaldTrump/status/951419415794511872	18764	1515670980	In new Quinnipiac Poll, 66% of people feel the economy is “Excellent or Good.” That is the highest number ever recorded by this poll.	[]	[]		realDonaldTrump	3	His achievements self-promoted
951416674808467461	75787		https://twitter.com/realDonaldTrump/status/951416674808467461	20528	1515670380	Disproven and paid for by Democrats “Dossier used to spy on Trump Campaign. Did FBI use Intel tool to influence the Election?”  @foxandfriends Did Dems or Clinton also pay Russians? Where are hidden and smashed DNC servers? Where are Crooked Hillary Emails? What a mess!	[]	['foxandfriends']		realDonaldTrump	4	General
951309956720087041	163835		https://twitter.com/realDonaldTrump/status/951309956720087041	32693	1515644940	Good news: Toyota and Mazda announce giant new Huntsville, Alabama, plant which will produce over 300,000 cars and SUV’s a year and employ 4000 people. Companies are coming back to the U.S. in a very big way. Congratulations Alabama!	[]	[]		realDonaldTrump	0	Key promises: tax cut, healthcare reform
951236634095308800	82791		https://twitter.com/realDonaldTrump/status/951236634095308800	20410	1515627420	Cutting taxes and simplifying regulations makes America the place to invest! Great news as Toyota and Mazda announce they are bringing 4,000 JOBS and investing $1.6 BILLION in Alabama, helping to further grow our economy!	[]	[]	pic.twitter.com/Kcg8IVH6iA	realDonaldTrump	0	Key promises: tax cut, healthcare reform
951229113897013248	63552		https://twitter.com/realDonaldTrump/status/951229113897013248	13846	1515625620	The United States needs the security of the Wall on the Southern Border, which must be part of any DACA approval. The safety and security of our country is #1!	['1']	[]	pic.twitter.com/4CFzQXb5aS	realDonaldTrump	3	His achievements self-promoted
951204878562549767	46701	http://45.wh.gov/BzL9PX	https://twitter.com/realDonaldTrump/status/951204878562549767	8418	1515619860	Today, it was my great honor to welcome Prime Minister Erna Solberg of Norway to the  @WhiteHouse - a great friend and ally of the United States! Joint press conference:  	[]	['WhiteHouse']	pic.twitter.com/PJvwznjRCO	realDonaldTrump	1	Fake news
951184020150382592	51801	http://45.wh.gov/CabinetMeeting	https://twitter.com/realDonaldTrump/status/951184020150382592	10567	1515614880	I want to thank my  @Cabinet for working tirelessly on behalf of our country. 2017 was a year of monumental achievement and we look forward to the year ahead. Together, we are delivering results and MAKING AMERICA GREAT AGAIN!  	[]	['Cabinet']	pic.twitter.com/yv6RALkQf3	realDonaldTrump	0	Key promises: tax cut, healthcare reform
951109942685126656	109286		https://twitter.com/realDonaldTrump/status/951109942685126656	25270	1515597240	The single greatest Witch Hunt in American history continues. There was no collusion, everybody including the Dems knows there was no collusion, & yet on and on it goes. Russia & the world is laughing at the stupidity they are witnessing. Republicans should finally take control!	[]	[]		realDonaldTrump	2	Russian interference on Election
951106475254059008	84674		https://twitter.com/realDonaldTrump/status/951106475254059008	20077	1515596400	The fact that Sneaky Dianne Feinstein, who has on numerous occasions stated that collusion between Trump/Russia has not been found, would release testimony in such an underhanded and possibly illegal way, totally without authorization, is a disgrace. Must have tough Primary!	[]	[]		realDonaldTrump	2	Russian interference on Election
951094078661414912	99123		https://twitter.com/realDonaldTrump/status/951094078661414912	23350	1515593460	It just shows everyone how broken and unfair our Court System is when the opposing side in a case (such as DACA) always runs to the 9th Circuit and almost always wins before being reversed by higher courts.	[]	[]		realDonaldTrump	3	His achievements self-promoted
950946293077209088	55366	https://twitter.com/icegov/status/950877050159747073	https://twitter.com/realDonaldTrump/status/950946293077209088	12181	1515558180	.  @ICEgov HSI agents and ERO officers, on behalf of an entire Nation, THANK YOU for what you are doing 24/7/365 to keep fellow American’s SAFE. Everyone is so grateful!  #LawEnforcementAppreciationDay President  @realDonaldTrump ...	['LawEnforcementAppreciationDay']	['ICEgov']		realDonaldTrump	4	General
950937350003183618	48709	https://twitter.com/gopleader/status/950766981850058754	https://twitter.com/realDonaldTrump/status/950937350003183618	10597	1515556080	Thank you  @GOPLeader Kevin McCarthy! Couldn’t agree w/you more. TOGETHER, we are  #MAGA ...	['MAGA']	['GOPLeader']		realDonaldTrump	1	Fake news
950884128379035650	113538		https://twitter.com/realDonaldTrump/status/950884128379035650	21581	1515543360	As I made very clear today, our country needs the security of the Wall on the Southern Border, which must be part of any DACA approval.	[]	[]		realDonaldTrump	2	Russian interference on Election
950866561153331202	75785	http://45.wh.gov/HEROES	https://twitter.com/realDonaldTrump/status/950866561153331202	17167	1515539220	Today, it was my great honor to sign a new Executive Order to ensure Veterans have the resources they need as they transition back to civilian life. We must ensure that our HEROES are given the care and support they so richly deserve!  	[]	[]	pic.twitter.com/LP2a8KCBAp	realDonaldTrump	4	General
950862709599465472	53687	http://45.wh.gov/POTUS45	https://twitter.com/realDonaldTrump/status/950862709599465472	10410	1515538260	Thanks to all of the Republican and Democratic lawmakers for today’s very productive meeting on immigration reform. There was strong agreement to negotiate a bill that deals with border security, chain migration, lottery and DACA.  	[]	[]	pic.twitter.com/8DYHZHspAy	realDonaldTrump	3	His achievements self-promoted
950823813868122112	67791	http://45.wh.gov/T5ByM5	https://twitter.com/realDonaldTrump/status/950823813868122112	15306	1515529020	It was my great honor to sign H.R. 267, the “Martin Luther King, Jr. National Historical Park Act,” which redesignates the Martin Luther King, Junior, National Historic Site in the State of Georgia as the Martin Luther King, Jr. National Historical Park.  	[]	[]	pic.twitter.com/QTgaqTawPT	realDonaldTrump	4	General
950777029816963072	104727		https://twitter.com/realDonaldTrump/status/950777029816963072	24138	1515517860	On behalf of the American people, THANK YOU to our incredible law enforcement officers. As President of the United States - I will fight for you, and I will never, ever let you down. Now, more than ever, we must support the men and women in blue!  #LawEnforcementAppreciationDay	['LawEnforcementAppreciationDay']	[]	pic.twitter.com/Qb4uxB4JRm	realDonaldTrump	4	General
950507353094356993	97299		https://twitter.com/realDonaldTrump/status/950507353094356993	19633	1515453540	We are fighting for our farmers, for our country, and for our GREAT AMERICAN FLAG. We want our flag respected - and we want our NATIONAL ANTHEM respected also!	[]	[]	pic.twitter.com/16eOLXg6Fi	realDonaldTrump	4	General
